שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),טמפרטורת מינימום ליד הקרקע(C°)
בית דגן מאוישת                                    ,2520,02-12-2011,-,-,3.8
בית דגן מאוישת                                    ,2520,03-12-2011,-,-,2.8
בית דגן מאוישת                                    ,2520,04-12-2011,-,-,2.5
בית דגן מאוישת                                    ,2520,05-12-2011,-,-,5.0
בית דגן מאוישת                                    ,2520,06-12-2011,-,-,3.2
בית דגן מאוישת                                    ,2520,07-12-2011,-,-,4.3
בית דגן מאוישת                                    ,2520,08-12-2011,-,-,6.8
בית דגן מאוישת                                    ,2520,09-12-2011,-,-,11.0
בית דגן מאוישת                                    ,2520,10-12-2011,-,-,10.7
בית דגן מאוישת                                    ,2520,11-12-2011,-,-,4.0
בית דגן מאוישת                                    ,2520,12-12-2011,-,-,2.7
בית דגן מאוישת                                    ,2520,13-12-2011,-,-,3.3
בית דגן מאוישת                                    ,2520,14-12-2011,-,-,7.8
בית דגן מאוישת                                    ,2520,15-12-2011,-,-,7.8
בית דגן מאוישת                                    ,2520,16-12-2011,-,-,6.0
בית דגן מאוישת                                    ,2520,17-12-2011,-,-,9.1
בית דגן מאוישת                                    ,2520,18-12-2011,-,-,6.6
בית דגן מאוישת                                    ,2520,19-12-2011,-,-,6.9
בית דגן מאוישת                                    ,2520,20-12-2011,-,-,10.8
בית דגן מאוישת                                    ,2520,21-12-2011,-,-,12.2
בית דגן מאוישת                                    ,2520,22-12-2011,-,-,7.1
בית דגן מאוישת                                    ,2520,23-12-2011,-,-,8.8
בית דגן מאוישת                                    ,2520,24-12-2011,-,-,9.1
בית דגן מאוישת                                    ,2520,25-12-2011,-,-,11.0
בית דגן מאוישת                                    ,2520,26-12-2011,-,-,10.0
בית דגן מאוישת                                    ,2520,27-12-2011,-,-,5.5
בית דגן מאוישת                                    ,2520,28-12-2011,-,-,3.6
בית דגן מאוישת                                    ,2520,29-12-2011,-,-,2.8
בית דגן מאוישת                                    ,2520,30-12-2011,-,-,5.5
בית דגן מאוישת                                    ,2520,31-12-2011,-,-,6.8
בית דגן מאוישת                                    ,2520,01-01-2012,-,-,6.0
בית דגן מאוישת                                    ,2520,02-01-2012,-,-,8.4
בית דגן מאוישת                                    ,2520,03-01-2012,-,-,7.8
בית דגן מאוישת                                    ,2520,04-01-2012,-,-,4.8
בית דגן מאוישת                                    ,2520,05-01-2012,-,-,4.3
בית דגן מאוישת                                    ,2520,06-01-2012,-,-,5.2
בית דגן מאוישת                                    ,2520,07-01-2012,-,-,3.2
בית דגן מאוישת                                    ,2520,08-01-2012,-,-,6.2
בית דגן מאוישת                                    ,2520,09-01-2012,-,-,8.2
בית דגן מאוישת                                    ,2520,10-01-2012,-,-,3.1
בית דגן מאוישת                                    ,2520,11-01-2012,-,-,5.1
בית דגן מאוישת                                    ,2520,12-01-2012,-,-,7.0
בית דגן מאוישת                                    ,2520,13-01-2012,-,-,5.6
בית דגן מאוישת                                    ,2520,14-01-2012,-,-,2.0
בית דגן מאוישת                                    ,2520,15-01-2012,-,-,4.9
בית דגן מאוישת                                    ,2520,16-01-2012,-,-,5.4
בית דגן מאוישת                                    ,2520,17-01-2012,-,-,7.9
בית דגן מאוישת                                    ,2520,18-01-2012,-,-,7.8
בית דגן מאוישת                                    ,2520,19-01-2012,-,-,5.6
בית דגן מאוישת                                    ,2520,20-01-2012,-,-,7.1
בית דגן מאוישת                                    ,2520,21-01-2012,-,-,3.9
בית דגן מאוישת                                    ,2520,22-01-2012,-,-,5.3
בית דגן מאוישת                                    ,2520,23-01-2012,-,-,6.9
בית דגן מאוישת                                    ,2520,24-01-2012,-,-,5.2
בית דגן מאוישת                                    ,2520,25-01-2012,-,-,8.9
בית דגן מאוישת                                    ,2520,26-01-2012,-,-,7.8
בית דגן מאוישת                                    ,2520,27-01-2012,-,-,8.1
בית דגן מאוישת                                    ,2520,28-01-2012,-,-,8.4
בית דגן מאוישת                                    ,2520,29-01-2012,-,-,8.0
בית דגן מאוישת                                    ,2520,30-01-2012,-,-,8.2
בית דגן מאוישת                                    ,2520,31-01-2012,-,-,8.8
בית דגן מאוישת                                    ,2520,01-02-2012,-,-,7.5
בית דגן מאוישת                                    ,2520,02-02-2012,-,-,7.0
בית דגן מאוישת                                    ,2520,03-02-2012,-,-,2.9
בית דגן מאוישת                                    ,2520,04-02-2012,-,-,4.2
בית דגן מאוישת                                    ,2520,05-02-2012,-,-,5.0
בית דגן מאוישת                                    ,2520,06-02-2012,-,-,4.2
בית דגן מאוישת                                    ,2520,07-02-2012,-,-,6.8
בית דגן מאוישת                                    ,2520,08-02-2012,-,-,5.4
בית דגן מאוישת                                    ,2520,09-02-2012,-,-,2.8
בית דגן מאוישת                                    ,2520,10-02-2012,-,-,7.4
בית דגן מאוישת                                    ,2520,11-02-2012,-,-,5.4
בית דגן מאוישת                                    ,2520,12-02-2012,-,-,6.4
בית דגן מאוישת                                    ,2520,13-02-2012,-,-,4.7
בית דגן מאוישת                                    ,2520,14-02-2012,-,-,6.0
בית דגן מאוישת                                    ,2520,15-02-2012,-,-,10.0
בית דגן מאוישת                                    ,2520,16-02-2012,-,-,10.3
בית דגן מאוישת                                    ,2520,17-02-2012,-,-,8.7
בית דגן מאוישת                                    ,2520,18-02-2012,-,-,6.2
בית דגן מאוישת                                    ,2520,19-02-2012,-,-,6.0
בית דגן מאוישת                                    ,2520,20-02-2012,-,-,3.0
בית דגן מאוישת                                    ,2520,21-02-2012,-,-,3.9
בית דגן מאוישת                                    ,2520,22-02-2012,-,-,4.9
בית דגן מאוישת                                    ,2520,23-02-2012,-,-,6.2
בית דגן מאוישת                                    ,2520,24-02-2012,-,-,7.4
בית דגן מאוישת                                    ,2520,25-02-2012,-,-,7.1
בית דגן מאוישת                                    ,2520,26-02-2012,-,-,8.7
בית דגן מאוישת                                    ,2520,27-02-2012,-,-,5.9
בית דגן מאוישת                                    ,2520,28-02-2012,-,-,5.8
בית דגן מאוישת                                    ,2520,29-02-2012,-,-,9.0
בית דגן מאוישת                                    ,2520,01-03-2012,-,-,6.2
בית דגן מאוישת                                    ,2520,02-03-2012,-,-,5.9
בית דגן מאוישת                                    ,2520,03-03-2012,-,-,3.0
